pdv_code,lat,lon,demanda,frecuencia,sector,visitas,hora_inicio,hora_fin,cluster
7535475,20.63005,-100.4095,850,1,M81,x,,,10
7535477,20.63452,-100.4074,180,1,M92,x,,,10
7535478,20.63433,-100.4076,180,1,M92,x,,,9
7535479,20.61211967,-100.44460297,210,1,1D7,x,,,1
7535484,20.60932922,-100.43489838,480,1,X11,x,,,2
7535485,20.60934,-100.4345,760,1,X11,x,,,2
7535487,20.61233,-100.4357,180,1,X11,x,,,2
7535488,20.61336,-100.4359,780,1,X11,x,,,7
7535491,20.62036,-100.4281,1100,1,M81,x,,,1
7535493,20.61905,-100.4269,910,1,M81,x,,,1
7535502,20.54119,-100.4033,380,1,ZN6,x,,,1
7535520,20.54128,-100.4029,180,1,ZN6,x,,,1
7535522,20.55219,-100.3872,260,1,1D4,x,,,9
7535525,20.59339,-100.3835,480,1,ZN8,x,,,9
7535528,20.60683,-100.4002,780,1,XC5,x,,,0
7535530,20.58757,-100.4059,180,1,M87,x,,,0
7535532,20.58748,-100.3988,300,1,M87,x,,,6
7535538,20.63268,-100.3975,180,1,M92,x,,,5
7535539,20.63254,-100.3883,400,1,M92,x,,,5
7535545,20.63198,-100.3829,180,1,M92,x,,,10
7535546,20.63198,-100.3883,240,1,M92,x,,,10
7535547,20.63206,-100.3827,430,1,M92,x,,,2
7535548,20.63463,-100.3889,480,1,M92,x,,,2
7535550,20.63061,-100.3863,680,1,M92,x,,,12
7535552,20.63134,-100.3829,550,1,M92,x,,,12
7535553,20.63096,-100.3846,1100,1,M92,x,,,12
7535554,20.63348,-100.3883,1100,1,M92,x,,,12
7535557,20.60267,-100.3906,180,1,XC5,x,,,2
7535558,20.53544044,-100.40969849,180,1,ZN6,x,,,2
7535560,20.60229,-100.3926,720,1,XC5,x,,,12
7535564,20.60466,-100.4085,1000,1,XC5,x,,,12
7535566,20.59707,-100.4101,820,1,XC5,x,,,5
7535612,20.54541969,-100.39700317,730,1,ZN6,x,,,0
7535613,20.54323,-100.3953,390,1,ZN6,x,,,5
7535614,20.54138,-100.3977,220,1,ZN6,x,,,9
7535638,20.55007935,-100.39849854,520,1,ZN6,x,,,5
7535652,20.60374,-100.3895,720,1,XC5,x,,,0
7535662,20.54775,-100.4075,540,1,ZN6,x,,,0
7535668,20.58941,-100.4089,2900,1,M87,x,,,0
7535680,20.60696,-100.4035,630,1,XC5,x,,,0
7535684,20.62864,-100.3977,450,1,M92,x,,,0
7535696,20.59838,-100.3895,3500,1,XC5,x,,,5
7535697,20.5959,-100.3916,890,1,XC5,x,,,0
7536778,20.61126,-100.36875,480,1,ZN8,x,,,10
7540867,20.60962,-100.4282,390,1,X11,x,,,5
7540870,20.64434,-100.4014,180,1,M92,x,,,2
7540877,20.61647,-100.4129,500,1,M81,x,,,5
7540881,20.60388,-100.423,310,1,X11,x,,,5
7540885,20.64761,-100.3981,180,1,M77,x,,,8
7540893,20.63863,-100.4094,250,1,M92,x,,,1
7540895,20.63684,-100.413,480,1,M92,x,,,2
7540897,20.63949,-100.4096,840,1,M92,x,,,9
7540912,20.56885,-100.3988,180,1,M87,x,,,1
7540915,20.64926,-100.3789,670,1,M77,x,,,2
7540925,20.62704,-100.4056,390,1,M81,x,,,2
7540929,20.6145,-100.3731,350,1,ZN8,x,,,2
7540930,20.61486,-100.3735,180,1,ZN8,x,,,2
7540931,20.61574,-100.3762,280,1,ZN8,x,,,6
7540937,20.61535,-100.4174,520,1,M81,x,,,12
7540939,20.6168,-100.4151,450,1,M81,x,,,6
7540940,20.65101,-100.3868,390,1,M77,x,,,2
7540941,20.64916,-100.3862,580,1,M77,x,,,8
7540943,20.64514,-100.3896,1100,1,M77,x,,,8
7540945,20.64071,-100.3889,410,1,M92,x,,,8
7540947,20.6413,-100.3885,760,1,M77,x,,,9
7540949,20.5657,-100.3988,210,1,M87,x,,,9
7540953,20.64915,-100.3789,680,1,M77,x,,,12
7540955,20.63354,-100.3997,690,1,M92,x,,,12
7540957,20.63863,-100.40169,330,1,M92,x,,,12
7540958,20.63523,-100.3977,460,1,M92,x,,,2
7540959,20.63373,-100.4013,560,1,M92,x,,,12
7540960,20.63797,-100.3978,180,1,M92,x,,,6
7540967,20.63951,-100.4017,360,1,M92,x,,,12
7540969,20.63554,-100.4031,470,1,M92,x,,,2
7540977,20.64754,-100.409,180,1,M92,x,,,2
7540983,20.60717,-100.4315,690,1,X11,x,,,2
7540985,20.60267,-100.4261,610,1,X11,x,,,2
7540997,20.64975,-100.467,430,1,ZN9,x,,,2
7540999,20.65169,-100.4572,520,1,ZN9,x,,,2
7541003,20.64733,-100.4556,1900,1,ZN9,x,07:00,13:00,2
7541007,20.6502,-100.4658,840,1,ZN9,x,,,2
7541009,20.62473,-100.477,180,1,1D7,x,,,1
7541017,20.60054,-100.4511,490,1,1D7,x,,,1
7541019,20.60362,-100.4474,410,1,1D7,x,,,3
7541025,20.60132,-100.4463,650,1,1D7,x,,,3
7541033,20.63169,-100.4435,180,1,XC6,x,,,3
7541037,20.62876,-100.4489,180,1,XC6,x,,,3
7541047,20.65349,-100.4539,640,1,ZN9,x,,,4
7541049,20.63279,-100.4464,180,1,XC6,x,,,1
7541051,20.65626,-100.4513,470,1,ZN9,x,,,1
7541065,20.65255,-100.4545,860,1,ZN9,x,,,1
7541067,20.62813,-100.4463,180,1,XC6,x,,,7
7541071,20.64516,-100.459,300,2,ZN9,x,,,7
7541077,20.62793,-100.4447,180,1,XC6,x,,,3
7541079,20.63052,-100.4437,180,1,XC6,x,,,7
7541081,20.63313,-100.4753,180,1,XC6,x,,,3
7541085,20.64335,-100.4674,180,1,ZN9,x,,,3
7541093,20.63525,-100.4073,240,1,M92,x,,,7
7541095,20.63509,-100.4086,210,1,M92,x,,,3
7541138,20.57154,-100.3271,1700,1,ZN8,x,,,7
7541140,20.56998,-100.3212,260,1,ZN8,x,,,7
7541150,20.60528,-100.3401,230,1,ZN8,x,,,4
7541152,20.6057,-100.3397,230,1,ZN8,x,,,4
7541216,20.66296,-100.4224,360,1,M92,x,,,2
7541219,20.6634,-100.4221,1100,1,M92,x,,,2
7541220,20.66329,-100.4221,390,1,M92,x,,,8
7542287,20.67895,-100.46142,480,1,M79,x,,,8
7543100,20.57239,-100.41333,480,1,ZN6,x,,,8
7544730,20.65929,-100.47267,480,1,ZN9,x,,,8
7546230,20.569668,-100.417125,480,1,ZN6,x,,,3
7546261,20.639,-100.46834,480,1,XC6,x,,,3
7546892,20.63203,-100.45597,480,1,XC6,x,,,3
7546908,20.58041,-100.41958,480,2,M87,x,,,11
7552732,20.597358,-100.448633,480,1,1D7,x,,,10
7553421,20.555926,-100.404481,480,1,ZN6,x,,,4
7556843,20.6227,-100.407,480,1,M81,x,,,10
7560803,20.69889,-100.43641,480,1,M79,x,,,4
7571053,20.581545,-100.391727,480,1,M87,x,,,1
7571341,20.608207,-100.426187,480,1,X11,x,,,7
7571946,20.695421,-100.469576,480,2,M79,x,,,10
7571956,20.633684,-100.397722,480,1,M92,x,,,1
7571974,20.637147,-100.39523,480,1,M92,x,,,0
7574616,20.649656,-100.473043,480,1,ZN9,x,,,9
7576755,20.642235,-100.487597,480,1,ZN9,x,,,11
7576758,20.652922,-100.349592,480,2,M77,x,,,9
7577839,20.611131,-100.368005,480,1,ZN8,x,,,11
7578465,20.587182,-100.398111,480,1,M87,x,,,2
7581674,20.677586,-100.452182,480,1,M79,x,,,2
7581705,20.718054,-100.445988,480,1,M79,x,,,4
7603430,20.609244,-100.365794,480,1,ZN8,x,,,4
7606054,20.607265,-100.430323,480,1,X11,x,,,12
7606682,20.555075,-100.399182,480,1,1D4,x,,,12
7608787,20.598433,-100.334941,480,1,ZN8,x,,,8
7609193,20.598823,-100.335962,480,1,ZN8,x,,,3
7610063,20.609917,-100.437048,480,1,X11,x,,,4
7610606,20.629788,-100.448747,480,1,XC6,x,,,10
7611391,20.6183,-100.41,480,2,M81,x,,,
7611456,20.6318,-100.456,480,2,XC6,x,,,
7612251,20.547809,-100.410613,480,1,ZN6,x,,,
7613717,20.6234912,-100.4475669,480,1,1D7,x,,,
7611565,20.627,-100.3954,1200,1,M92,x,,,
7611567,20.6235,-100.4471,1200,1,1D7,x,,,
7611568,20.5847,-100.3837,1200,1,ZN8,x,,,
7611569,20.6468,-100.4591,1200,1,ZN9,x,,,
7611570,20.5954,-100.3456,1200,1,ZN8,x,,,
7611572,20.5368,-100.4406,1200,1,ZN6,x,,,
7611573,20.6036,-100.392,1200,1,XC5,x,,,
7611576,20.6032,-100.4066,1200,1,XC5,x,,,
7611577,20.6458,-100.4161,1200,1,M92,x,,,
7611578,20.6625,-100.3877,1200,1,M77,x,,,
7611580,20.5784,-100.3989,1200,1,M87,x,,,
7611583,20.6472,-100.4344,1200,2,X11,x,,,
7611584,20.5882,-100.3694,1200,1,ZN8,x,,,
7611585,20.586,-100.3668,1200,1,ZN8,x,,,
7611586,20.5893,-100.3507,1200,1,ZN8,x,,,
7611587,20.5487,-100.3897,1200,1,1D4,x,,,
7611588,20.6417,-100.4123,1200,1,M81,x,,,
7611590,20.5656,-100.4144,1200,1,ZN6,x,,,
7611591,20.5486,-100.3875,1200,1,1D4,x,,,
7611592,20.6269,-100.4149,1200,1,M81,x,,,
7611593,20.5871,-100.356,1200,1,ZN9,x,,,
7611594,20.6428,-100.4501,1200,1,ZN9,x,,,
7611595,20.6389,-100.3799,1200,1,M77,x,,,
